domain_id,role,opponent,opponent_seen,score,utility,opp_utility,nash,agreement,rounds,predicted_e
domain02,B,BOA_Boulware,True,0.6851012293093568,0.7039079864,0.9109412146,0.6412187960978563,True,70,0.6983534842729568
domain02,B,LinearTBNegotiator,True,0.8680188719799998,0.9999999999999999,0.5600629066,0.5600629065999999,True,75,0.227866992354393
domain02,B,ConcederTBNegotiator,True,0.8680188719799998,0.9999999999999999,0.5600629066,0.5600629065999999,True,30,0.22048887610435486
domain02,B,BOA_Hardliner,True,0.5525109281,0.5525109281,1.0,0.5525109281,True,71,2.0950604528188705
domain02,B,BOA_Conceder,True,0.47675071862910956,0.5571189585999999,0.51914375,0.2892248253636987,True,82,0.227866992354393
domain02,B,BOA_Moderate,True,0.6252897535175574,0.7071258465,0.6142313593000001,0.43433886989185816,True,82,0.23278449475765228
domain02,B,MiCRONegotiator,False,0.5730975055478928,0.5737815649,0.9960260176,0.5715013670596429,True,81,0.23278449475765228
domain02,B,NiceNegotiator,False,0.8680188719799998,0.9999999999999999,0.5600629066,0.5600629065999999,True,1,0.5
domain02,B,RandomNegotiator,False,0.8680188719799998,0.9999999999999999,0.5600629066,0.5600629065999999,True,23,0.3052166998386383
domain02,B,ToughNegotiator,False,0.5525109281,0.5525109281,1.0,0.5525109281,True,71,2.0950604528188705
domain02,B,SimpleTitForTatNegotiator,False,0.4663242320641793,0.5175039106,0.670342726,0.3469049821472643,True,71,2.0950604528188705
domain02,B,TopFractionNegotiator,False,0.48324366684901,0.5013747814,0.8794573426,0.4409377328966999,True,84,0.23278449475765228
domain02,B,FirstOfferOrientedTBNegotiator,False,0.6718093839988835,0.6969209281,0.8798929066,0.6132157810962785,True,68,0.6983534842729568
domain03,A,AspirationNegotiator,True,0.4525518570570071,0.5106543217,0.6207319239,0.3169794395566905,True,91,0.32443538308143616
domain03,A,BoulwareTBNegotiator,True,0.6188266800837201,0.698062531,0.6216391922999999,0.43394302794573364,True,91,1.2977415323257446
domain03,A,NaiveTitForTatNegotiator,True,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain03,A,TimeBasedConcedingNegotiator,True,0.6188266800837201,0.698062531,0.6216391922999999,0.43394302794573364,True,91,1.2977415323257446
domain03,A,BOA_Boulware,True,0.7069318927918221,0.9474702982,0.1537521691,0.14567561350607383,True,96,3.0
domain03,A,LinearTBNegotiator,True,0.46442785206850723,0.5405050482,0.5308264842,0.28691439442835753,True,80,2.0
